interaction_title	interaction_type	feature	category_key	feature_id	status	summary	related_region	menu	shortcut	preconditions	edge_cases	acceptance_criteria
Cut Entry(ies)	command	Organize Entries	EAC	EAC-002	배포 완료	선택한 Entry를 이동을 위한 잘라내기 상태로 클립보드에 저장	file_manager_window.content_pane.page_container.page_mode_directory	Edit	⌘X	- 하나 이상의 Entry가 선택된 상태	- 선택된 Entry가 이동 불가(권한/시스템 보호/읽기 전용 볼륨)일 가능성이 있는 경우 - 기존 클립보드에 다른 복사/잘라내기 대상이 저장되어 있는 경우	- 하나 이상의 Entry가 선택된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry 참조를 클립보드에 “이동(잘라내기)” 의도로 저장함. - 기존 클립보드에 대상이 존재하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 이전 클립보드 대상을 새 대상으로 대체함. - Entry가 선택되지 않은 상태일 때, 사용자가 해당 인터랙션을 호출하면, 클립보드 상태를 변경하지 않도록 함.
Paste Entry(ies)	command	Organize Entries	EAC	EAC-002	배포 완료	클립보드에 저장된 Entry를 현재 디렉토리에 붙여넣기	file_manager_window.content_pane.page_container.page_mode_directory	Edit	⌘V	- 클립보드에 하나 이상의 Entry 참조가 저장된 상태 - 현재 페이지가 디렉토리 컨텍스트를 가지는 상태 - 현재 디렉토리에 대해 쓰기 권한이 있는 상태	- 클립보드 참조 대상이 삭제·이동되어 접근 불가한 경우 - 대상 디렉토리에 동일 이름 Entry가 존재해 충돌이 발생하는 경우 - 잘라내기 의도에서 자기 자신/자기 하위로 이동하려는 경우 - 디스크 용량 부족/권한 부족으로 부분 성공이 발생하는 경우	- 클립보드에 Entry 참조가 있는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 복사/이동 의도에 맞게 현재 디렉토리에 붙여넣기를 수행함. - 이름 충돌이 발생하는 상태일 때, 시스템이 붙여넣기를 수행하면, 충돌 해결 정책을 적용하거나 사용자에게 선택지를 제공함. - 클립보드가 비어 있거나 붙여넣기 불가한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 작업을 수행하지 않고 사유를 사용자에게 안내함.
Duplicate Entry(ies)	command	Organize Entries	EAC	EAC-002	배포 완료	선택한 Entry의 복제본을 동일 위치에 생성	file_manager_window.content_pane.page_container.page_mode_directory	File	⌘D	- 하나 이상의 Entry가 선택된 상태 - 선택된 Entry가 위치한 디렉토리에 대해 쓰기 권한이 있는 상태	- 대상 위치에 쓰기 권한이 없어 복제가 불가능한 경우 - 대용량/다수 항목으로 복제 시간이 길어 진행 표시가 필요한 경우 - 복제본 이름 충돌이 발생하는 경우	- 복제 가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry의 복제본을 동일 위치에 생성함. - 이름 충돌이 발생하는 상태일 때, 시스템이 복제본을 생성하면, 충돌을 회피하는 이름 규칙으로 복제본 이름을 결정함. - 복제 불가한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 복제를 수행하지 않고 실패 사유를 사용자에게 안내함.
Move Entry(ies)	command	Organize Entries	EAC	EAC-002	배포 완료	선택한 Entry를 지정한 대상 디렉토리로 이동	file_manager_window.content_pane.page_container.page_mode_directory	File	-	- 하나 이상의 Entry가 선택된 상태 - 이동 대상 디렉토리가 지정된 상태 - 대상 디렉토리에 대해 쓰기 권한이 있는 상태	- 대상 디렉토리가 현재 위치와 동일한 경우 - 폴더를 자기 자신 또는 자기 하위 디렉토리로 이동하려는 경우 - 이름 충돌 또는 권한 문제로 부분 성공이 발생하는 경우 - 볼륨 간 이동으로 복사+원본 삭제가 필요한 경우	- 이동 대상 디렉토리가 지정된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry를 대상 디렉토리로 이동함. - 볼륨 간 이동이 필요한 상태일 때, 시스템이 이동을 수행하면, 시스템 제약에 맞게 안전하게 처리하고 최종적으로 대상에 존재하도록 함. - 이동이 부분 성공하는 상태일 때, 시스템이 이동을 수행하면, 성공/실패 항목을 구분해 결과와 사유를 사용자에게 안내함.
Create Entry Alias	command	Organize Entries	EAC	EAC-002	배포 완료	선택한 Entry에 대한 Alias(바로가기)를 생성	file_manager_window.content_pane.page_container.page_mode_directory	File	⌃⌘A	- 하나 이상의 Entry가 선택된 상태 - Alias를 생성할 위치에 대해 쓰기 권한이 있는 상태	- Alias 파일 이름 충돌이 발생하는 경우 - 선택된 Entry가 삭제되어 원본 참조가 불가능한 경우 - 스토리지/파일 시스템 제약으로 Alias 생성을 지원하지 않는 경우	- Alias 생성이 가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry를 가리키는 Alias를 생성함. - 이름 충돌이 발생하는 상태일 때, 시스템이 Alias를 생성하면, 충돌을 회피하는 이름 규칙으로 Alias 이름을 결정함. - Alias 생성이 불가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, Alias를 생성하지 않고 실패 사유를 사용자에게 안내함.
Compress Entry(ies)	command	Organize Entries	EAC	EAC-002	배포 완료	선택한 Entry를 현재 디렉토리에 하나의 압축 파일로 생성	file_manager_window.content_pane.page_container.page_mode_directory	File	-	- 하나 이상의 Entry가 선택된 상태 - 압축 파일을 생성할 현재 디렉토리에 대해 쓰기 권한이 있는 상태	- 동일 이름의 압축 파일이 이미 존재해 충돌이 발생하는 경우 - 선택 항목이 많거나 커서 처리 시간이 길어 진행 표시가 필요한 경우 - 일부 항목이 접근 불가해 압축에 포함할 수 없는 경우	- 압축 생성이 가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry를 하나의 압축 파일로 생성함. - 이름 충돌이 발생하는 상태일 때, 시스템이 압축 파일을 생성하면, 충돌을 회피하는 이름 규칙을 적용하거나 사용자에게 선택지를 제공함. - 일부 항목이 포함 불가한 상태일 때, 시스템이 압축을 수행하면, 포함 가능한 항목만 압축하고 제외된 대상과 사유를 사용자에게 안내함.
Extract Compressed File(s)	command	Organize Entries	EAC	EAC-002	배포 완료	선택한 압축 파일을 현재 디렉토리 또는 지정한 위치로 해제	file_manager_window.content_pane.page_container.page_mode_directory	File	-	- 하나 이상의 압축 파일 Entry가 선택된 상태 - 압축 해제 대상 위치에 대해 쓰기 권한이 있는 상태	- 압축 파일이 손상되었거나 포맷을 지원하지 않는 경우 - 암호가 필요한 압축 파일인 경우 - 해제 결과가 기존 파일과 충돌하는 경우 - 디스크 용량 부족으로 부분 해제가 발생하는 경우	- 압축 파일이 선택된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 현재 디렉토리 또는 지정한 위치로 압축을 해제함. - 암호가 필요한 상태일 때, 시스템이 해제를 수행하면, 암호 입력을 요청하고 올바른 암호가 제공되면 해제를 진행함. - 해제가 불가능하거나 부분 성공하는 상태일 때, 시스템이 해제를 수행하면, 성공/실패 결과와 사유를 사용자에게 안내함.
Move Entry(ies) to Trash	command	Manage Entry Lifecycle	EAC	EAC-003	배포 완료	선택한 Entry를 휴지통으로 이동	file_manager_window.content_pane.page_container.page_mode_directory	File	⌘⌫	- 하나 이상의 Entry가 선택된 상태 - 선택된 Entry를 휴지통으로 이동할 수 있는 상태	- 선택된 Entry가 잠겨 있거나 권한 부족으로 이동 불가능한 경우 - 클라우드/네트워크 지연으로 이동 반영이 지연되는 경우 - 일부만 이동 가능해 부분 성공이 발생하는 경우	- 휴지통 이동이 가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry를 휴지통으로 이동함. - 휴지통 이동이 수행된 상태일 때, 시스템이 처리하면, 복원을 위해 삭제 이전 경로 정보를 기록함. - 일부만 이동 가능한 상태일 때, 시스템이 이동을 수행하면, 성공/실패 항목과 사유를 사용자에게 안내함.
Delete Entry(ies) Immediately	command	Manage Entry Lifecycle	EAC	EAC-003	배포 완료	선택한 Entry를 휴지통을 거치지 않고 즉시 영구 삭제	file_manager_window.content_pane.page_container.page_mode_directory	File	⌥⌘⌫	- 하나 이상의 Entry가 선택된 상태 - 영구 삭제에 대한 사용자 확인을 획득한 상태	- 사용자가 확인 다이얼로그에서 취소하는 경우 - 권한 부족/파일 잠금으로 삭제가 실패하는 경우 - 일부만 삭제 가능해 부분 성공이 발생하는 경우	- 사용자 확인이 완료된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 Entry를 휴지통 없이 영구 삭제함. - 사용자가 삭제를 취소한 상태일 때, 시스템이 처리를 종료하면, 삭제를 수행하지 않도록 함. - 일부만 삭제 가능한 상태일 때, 시스템이 삭제를 수행하면, 성공/실패 항목과 사유를 사용자에게 안내함.
Put Deleted Entry(ies) Back	command	Manage Entry Lifecycle	EAC	EAC-003	취소	선택한 휴지통의 Entry를 휴지통으로 가기 이전 경로로 복원	file_manager_window.content_pane.page_container.page_mode_directory	File	⌘⌫	- 휴지통 컨텍스트에서 하나 이상의 Entry가 선택된 상태 - 선택된 Entry의 삭제 이전 경로 정보를 확보한 상태	- 삭제 이전 경로가 더 이상 존재하지 않는 경우 - 삭제 이전 위치에 동일 이름 Entry가 존재해 충돌이 발생하는 경우 - 원래 위치 권한 부족으로 복원이 불가능한 경우	- 복원 가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 선택한 휴지통 Entry를 삭제 이전 경로로 복원함. - 원래 경로가 유효하지 않은 상태일 때, 시스템이 복원을 시도하면, 대체 복원 위치를 요청하거나 복원을 중단하고 사유를 안내함. - 이름 충돌이 발생하는 상태일 때, 시스템이 복원을 수행하면, 충돌 해결 정책을 적용하거나 사용자에게 선택지를 제공함.
Empty Trash	command	Manage Entry Lifecycle	EAC	EAC-003	배포 완료	휴지통에 있는 모든 Entry를 영구 삭제	file_manager_window.content_pane.page_container.page_mode_directory	File	⇧⌘⌫	- 휴지통에 하나 이상의 Entry가 존재하는 상태 - 휴지통 비우기에 대한 사용자 확인을 획득한 상태	- 사용자가 확인 다이얼로그에서 취소하는 경우 - 일부 항목이 잠김/권한 문제로 삭제 불가능한 경우 - 항목 수가 많아 삭제 시간이 길어 진행 표시가 필요한 경우	- 사용자 확인이 완료된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 휴지통의 모든 Entry를 영구 삭제함. - 사용자가 취소한 상태일 때, 시스템이 처리를 종료하면, 휴지통 비우기를 수행하지 않도록 함. - 일부 항목 삭제가 실패하는 상태일 때, 시스템이 비우기를 수행하면, 성공/실패 항목과 사유를 사용자에게 안내함.
Undo Entry Action	command	Manage Entry Lifecycle	EAC	EAC-003	배포 완료	최근 수행한 Entry 관련 액션을 되돌림	file_manager_window.content_pane.page_container.page_mode_directory	Edit	⌘Z	- 되돌릴 수 있는 최근 Entry 액션이 존재하는 상태 - Entry 관련 작업 실행이 진행 중이지 않은 상태	- 외부 변경으로 원상 복구 전제가 깨진 경우 - 마지막 작업이 영구 삭제 등 되돌리기 불가 작업인 경우	- Undo 가능한 액션이 존재하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 가장 최근의 Undo 가능한 Entry 액션을 되돌림. - Undo가 성공한 상태일 때, 시스템이 처리하면, Redo 스택을 갱신하고 관련 UI를 갱신함. - Undo가 불가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 아무 변화도 발생하지 않도록 함.
Redo Entry Action	command	Manage Entry Lifecycle	EAC	EAC-003	배포 완료	Undo로 되돌린 최근 Entry 관련 액션을 다시 적용	file_manager_window.content_pane.page_container.page_mode_directory	Edit	⇧⌘Z	- 다시 적용 가능한 최근 Entry 액션이 존재하는 상태 - Entry 관련 작업 실행이 진행 중이지 않은 상태	- 외부 변경으로 재적용 전제가 깨진 경우 - Redo 대상 액션이 더 이상 유효하지 않은 경우	- Redo 가능한 액션이 존재하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 가장 최근의 Redo 가능한 Entry 액션을 다시 적용함. - Redo가 성공한 상태일 때, 시스템이 처리하면, Undo 스택을 갱신하고 관련 UI를 갱신함. - Redo가 불가능한 상태일 때, 사용자가 해당 인터랙션을 호출하면, 아무 변화도 발생하지 않도록 함.
Rename Entry	command	Edit System Property	EAC	EAC-004	배포 완료	선택한 Entry의 이름을 편집해 변경	file_manager_window.content_pane.page_container.page_mode_directory	File	Enter	- 하나의 Entry가 선택된 상태 - 선택한 Entry의 이름을 변경할 수 있는 상태	- 새 이름이 비어 있거나 파일명 규칙에 위배되는 경우 - 동일 이름 Entry가 이미 존재해 충돌이 발생하는 경우 - 권한 부족/파일 잠금/외부 변경으로 이름 변경이 실패하는 경우	- 하나의 Entry가 선택된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 해당 Entry가 이름 편집 모드로 전환됨. - 유효한 새 이름이 확정된 상태일 때, 시스템이 적용하면, 파일 시스템 상의 이름이 변경되고 목록 표시가 갱신됨. - 이름 변경이 실패하는 상태일 때, 사용자가 확정하면, 변경을 적용하지 않고 실패 사유를 안내한 뒤 기존 이름을 유지하도록 함.
